Column2,Year,Value Column Name,Value
GOLDEN STATE WARRIORS,1998,Jordan,46
GOLDEN STATE WARRIORS,2001,Jordan,32
GOLDEN STATE WARRIORS,2002,Jordan,
GOLDEN STATE WARRIORS,2003,Jordan,38
HOUSTON ROCKETS,All,Jordan,791
HOUSTON ROCKETS,1984,Jordan,18
HOUSTON ROCKETS,1985,Jordan,31
HOUSTON ROCKETS,1986,Jordan,
HOUSTON ROCKETS,1987,Jordan,165
HOUSTON ROCKETS,1988,Jordan,
HOUSTON ROCKETS,1989,Jordan,62
HOUSTON ROCKETS,1990,Jordan,65
HOUSTON ROCKETS,1991,Jordan,66
HOUSTON ROCKETS,1992,Jordan,83
HOUSTON ROCKETS,1993,Jordan,26
HOUSTON ROCKETS,1995,Jordan,
HOUSTON ROCKETS,1996,Jordan,60
HOUSTON ROCKETS,1997,Jordan,58
HOUSTON ROCKETS,1998,Jordan,85
HOUSTON ROCKETS,2001,Jordan,18
HOUSTON ROCKETS,2002,Jordan,19
HOUSTON ROCKETS,2003,Jordan,35
INDIANA PACERS,All,Jordan,1918
INDIANA PACERS,1984,Jordan,61
INDIANA PACERS,1985,Jordan,115
INDIANA PACERS,1986,Jordan,111
INDIANA PACERS,1987,Jordan,165
INDIANA PACERS,1988,Jordan,197
INDIANA PACERS,1989,Jordan,154
INDIANA PACERS,1990,Jordan,198
INDIANA PACERS,1991,Jordan,118
INDIANA PACERS,1992,Jordan,126
INDIANA PACERS,1993,Jordan,104
INDIANA PACERS,1995,Jordan,103
INDIANA PACERS,1996,Jordan,96
INDIANA PACERS,1997,Jordan,123
INDIANA PACERS,1998,Jordan,89
INDIANA PACERS,2001,Jordan,27
INDIANA PACERS,2002,Jordan,65
INDIANA PACERS,2003,Jordan,66
LOS ANGELES CLIPPERS,All,Jordan,667
LOS ANGELES CLIPPERS,1984,Jordan,20
LOS ANGELES CLIPPERS,1985,Jordan,26
LOS ANGELES CLIPPERS,1986,Jordan,
LOS ANGELES CLIPPERS,1987,Jordan,70
LOS ANGELES CLIPPERS,1988,Jordan,83
LOS ANGELES CLIPPERS,1989,Jordan,67
LOS ANGELES CLIPPERS,1990,Jordan,62
LOS ANGELES CLIPPERS,1991,Jordan,23
LOS ANGELES CLIPPERS,1992,Jordan,15
LOS ANGELES CLIPPERS,1993,Jordan,56
LOS ANGELES CLIPPERS,1995,Jordan,37
LOS ANGELES CLIPPERS,1996,Jordan,81
LOS ANGELES CLIPPERS,1997,Jordan,76
LOS ANGELES CLIPPERS,1998,Jordan,
LOS ANGELES CLIPPERS,2001,Jordan,
LOS ANGELES CLIPPERS,2002,Jordan,18
LOS ANGELES CLIPPERS,2003,Jordan,33
LOS ANGELES LAKERS,All,Jordan,752
LOS ANGELES LAKERS,1984,Jordan,20
LOS ANGELES LAKERS,1985,Jordan,16
LOS ANGELES LAKERS,1986,Jordan,41
LOS ANGELES LAKERS,1987,Jordan,33
LOS ANGELES LAKERS,1988,Jordan,119
LOS ANGELES LAKERS,1989,Jordan,58
LOS ANGELES LAKERS,1990,Jordan,65
LOS ANGELES LAKERS,1991,Jordan,44
LOS ANGELES LAKERS,1992,Jordan,87
LOS ANGELES LAKERS,1993,Jordan,36
LOS ANGELES LAKERS,1995,Jordan,20
LOS ANGELES LAKERS,1996,Jordan,47
LOS ANGELES LAKERS,1997,Jordan,63
LOS ANGELES LAKERS,1998,Jordan,31
LOS ANGELES LAKERS,2001,Jordan,
LOS ANGELES LAKERS,2002,Jordan,49
LOS ANGELES LAKERS,2003,Jordan,23
MEMPHIS GRIZZLIES,All,Jordan,69
MEMPHIS GRIZZLIES,1984,Jordan,
MEMPHIS GRIZZLIES,1985,Jordan,
MEMPHIS GRIZZLIES,1986,Jordan,
MEMPHIS GRIZZLIES,1987,Jordan,
MEMPHIS GRIZZLIES,1988,Jordan,
MEMPHIS GRIZZLIES,1989,Jordan,
MEMPHIS GRIZZLIES,1990,Jordan,
MEMPHIS GRIZZLIES,1991,Jordan,
MEMPHIS GRIZZLIES,1992,Jordan,
MEMPHIS GRIZZLIES,1993,Jordan,
MEMPHIS GRIZZLIES,1995,Jordan,
MEMPHIS GRIZZLIES,1996,Jordan,
MEMPHIS GRIZZLIES,1997,Jordan,
MEMPHIS GRIZZLIES,1998,Jordan,
MEMPHIS GRIZZLIES,2001,Jordan,16
MEMPHIS GRIZZLIES,2002,Jordan,53
MEMPHIS GRIZZLIES,2003,Jordan,
MIAMI HEAT,All,Jordan,1142
MIAMI HEAT,1984,Jordan,
MIAMI HEAT,1985,Jordan,
MIAMI HEAT,1986,Jordan,
MIAMI HEAT,1987,Jordan,
MIAMI HEAT,1988,Jordan,38
MIAMI HEAT,1989,Jordan,70
MIAMI HEAT,1990,Jordan,138
MIAMI HEAT,1991,Jordan,89
MIAMI HEAT,1992,Jordan,191
MIAMI HEAT,1993,Jordan,63
MIAMI HEAT,1995,Jordan,31
MIAMI HEAT,1996,Jordan,243
MIAMI HEAT,1997,Jordan,50
MIAMI HEAT,1998,Jordan,63
MIAMI HEAT,2001,Jordan,47
MIAMI HEAT,2002,Jordan,54
MIAMI HEAT,2003,Jordan,65
MILWAUKEE BUCKS,All,Jordan,2129
MILWAUKEE BUCKS,1984,Jordan,93
MILWAUKEE BUCKS,1985,Jordan,80
MILWAUKEE BUCKS,1986,Jordan,118
MILWAUKEE BUCKS,1987,Jordan,219
MILWAUKEE BUCKS,1988,Jordan,217
MILWAUKEE BUCKS,1989,Jordan,133
MILWAUKEE BUCKS,1990,Jordan,209
MILWAUKEE BUCKS,1991,Jordan,212
MILWAUKEE BUCKS,1992,Jordan,132
MILWAUKEE BUCKS,1993,Jordan,146
MILWAUKEE BUCKS,1995,Jordan,78
MILWAUKEE BUCKS,1996,Jordan,127
MILWAUKEE BUCKS,1997,Jordan,101
MILWAUKEE BUCKS,1998,Jordan,101
MILWAUKEE BUCKS,2001,Jordan,31
MILWAUKEE BUCKS,2002,Jordan,81
MILWAUKEE BUCKS,2003,Jordan,51
MINNESOTA TIMBERWOLVES,All,Jordan,526
MINNESOTA TIMBERWOLVES,1984,Jordan,
MINNESOTA TIMBERWOLVES,1985,Jordan,
MINNESOTA TIMBERWOLVES,1986,Jordan,
MINNESOTA TIMBERWOLVES,1987,Jordan,
MINNESOTA TIMBERWOLVES,1988,Jordan,
MINNESOTA TIMBERWOLVES,1989,Jordan,73
MINNESOTA TIMBERWOLVES,1990,Jordan,17
MINNESOTA TIMBERWOLVES,1991,Jordan,20
MINNESOTA TIMBERWOLVES,1992,Jordan,95
MINNESOTA TIMBERWOLVES,1993,Jordan,34
MINNESOTA TIMBERWOLVES,1995,Jordan,
MINNESOTA TIMBERWOLVES,1996,Jordan,97
MINNESOTA TIMBERWOLVES,1997,Jordan,58
MINNESOTA TIMBERWOLVES,1998,Jordan,41
MINNESOTA TIMBERWOLVES,2001,Jordan,
MINNESOTA TIMBERWOLVES,2002,Jordan,74
MINNESOTA TIMBERWOLVES,2003,Jordan,17
NEW JERSEY NETS,All,Jordan,1706
NEW JERSEY NETS,1984,Jordan,54
NEW JERSEY NETS,1985,Jordan,124
NEW JERSEY NETS,1986,Jordan,63
NEW JERSEY NETS,1987,Jordan,226
NEW JERSEY NETS,1988,Jordan,197
NEW JERSEY NETS,1989,Jordan,82
NEW JERSEY NETS,1990,Jordan,94
NEW JERSEY NETS,1991,Jordan,168
NEW JERSEY NETS,1992,Jordan,139
NEW JERSEY NETS,1993,Jordan,94
NEW JERSEY NETS,1995,Jordan,55
NEW JERSEY NETS,1996,Jordan,110
NEW JERSEY NETS,1997,Jordan,96
NEW JERSEY NETS,1998,Jordan,49
NEW JERSEY NETS,2001,Jordan,45
NEW JERSEY NETS,2002,Jordan,59
NEW JERSEY NETS,2003,Jordan,51
NEW ORLEANS HORNETS,All,Jordan,83
NEW ORLEANS HORNETS,1984,Jordan,
NEW ORLEANS HORNETS,1985,Jordan,
NEW ORLEANS HORNETS,1986,Jordan,
NEW ORLEANS HORNETS,1987,Jordan,
NEW ORLEANS HORNETS,1988,Jordan,
NEW ORLEANS HORNETS,1989,Jordan,
NEW ORLEANS HORNETS,1990,Jordan,
NEW ORLEANS HORNETS,1991,Jordan,
NEW ORLEANS HORNETS,1992,Jordan,
NEW ORLEANS HORNETS,1993,Jordan,
NEW ORLEANS HORNETS,1995,Jordan,
NEW ORLEANS HORNETS,1996,Jordan,
NEW ORLEANS HORNETS,1997,Jordan,
NEW ORLEANS HORNETS,1998,Jordan,
NEW ORLEANS HORNETS,2001,Jordan,
NEW ORLEANS HORNETS,2002,Jordan,
NEW ORLEANS HORNETS,2003,Jordan,83
NEW YORK KNICKERBOCKERS,All,Jordan,1894
NEW YORK KNICKERBOCKERS,1984,Jordan,54
NEW YORK KNICKERBOCKERS,1985,Jordan,102
NEW YORK KNICKERBOCKERS,1986,Jordan,163
NEW YORK KNICKERBOCKERS,1987,Jordan,109
NEW YORK KNICKERBOCKERS,1988,Jordan,221
NEW YORK KNICKERBOCKERS,1989,Jordan,95
NEW YORK KNICKERBOCKERS,1990,Jordan,184
NEW YORK KNICKERBOCKERS,1991,Jordan,118
NEW YORK KNICKERBOCKERS,1992,Jordan,141
NEW YORK KNICKERBOCKERS,1993,Jordan,21
NEW YORK KNICKERBOCKERS,1995,Jordan,105
NEW YORK KNICKERBOCKERS,1996,Jordan,101
NEW YORK KNICKERBOCKERS,1997,Jordan,183
NEW YORK KNICKERBOCKERS,1998,Jordan,130
NEW YORK KNICKERBOCKERS,2001,Jordan,64
NEW YORK KNICKERBOCKERS,2002,Jordan,20
NEW YORK KNICKERBOCKERS,2003,Jordan,83
ORLANDO MAGIC,All,Jordan,974
ORLANDO MAGIC,1984,Jordan,
ORLANDO MAGIC,1985,Jordan,
ORLANDO MAGIC,1986,Jordan,
ORLANDO MAGIC,1987,Jordan,
ORLANDO MAGIC,1988,Jordan,
ORLANDO MAGIC,1989,Jordan,90
ORLANDO MAGIC,1990,Jordan,130
ORLANDO MAGIC,1991,Jordan,100
ORLANDO MAGIC,1992,Jordan,78
ORLANDO MAGIC,1993,Jordan,141
ORLANDO MAGIC,1995,Jordan,80
ORLANDO MAGIC,1996,Jordan,50
ORLANDO MAGIC,1997,Jordan,132
ORLANDO MAGIC,1998,Jordan,54
ORLANDO MAGIC,2001,Jordan,27
ORLANDO MAGIC,2002,Jordan,37
ORLANDO MAGIC,2003,Jordan,55
PHILADELPHIA 76ERS,All,Jordan,1757
PHILADELPHIA 76ERS,1984,Jordan,30
PHILADELPHIA 76ERS,1985,Jordan,109
PHILADELPHIA 76ERS,1986,Jordan,12
PHILADELPHIA 76ERS,1987,Jordan,333
PHILADELPHIA 76ERS,1988,Jordan,242
PHILADELPHIA 76ERS,1989,Jordan,112
PHILADELPHIA 76ERS,1990,Jordan,97
PHILADELPHIA 76ERS,1991,Jordan,159
PHILADELPHIA 76ERS,1992,Jordan,83
PHILADELPHIA 76ERS,1993,Jordan,101
PHILADELPHIA 76ERS,1995,Jordan,12
PHILADELPHIA 76ERS,1996,Jordan,199
PHILADELPHIA 76ERS,1997,Jordan,69
PHILADELPHIA 76ERS,1998,Jordan,44
PHILADELPHIA 76ERS,2001,Jordan,50
PHILADELPHIA 76ERS,2002,Jordan,65
PHILADELPHIA 76ERS,2003,Jordan,40
PHOENIX SUNS,All,Jordan,811
PHOENIX SUNS,1984,Jordan,22
PHOENIX SUNS,1985,Jordan,27
PHOENIX SUNS,1986,Jordan,82
PHOENIX SUNS,1987,Jordan,
PHOENIX SUNS,1988,Jordan,79
PHOENIX SUNS,1989,Jordan,119
PHOENIX SUNS,1990,Jordan,89
PHOENIX SUNS,1991,Jordan,
PHOENIX SUNS,1992,Jordan,70
PHOENIX SUNS,1993,Jordan,44
PHOENIX SUNS,1995,Jordan,
PHOENIX SUNS,1996,Jordan,122
PHOENIX SUNS,1997,Jordan,61
PHOENIX SUNS,1998,Jordan,
PHOENIX SUNS,2001,Jordan,
PHOENIX SUNS,2002,Jordan,63
PHOENIX SUNS,2003,Jordan,33
PORTLAND TRAILBLAZERS,All,Jordan,816
PORTLAND TRAILBLAZERS,1984,Jordan,30
PORTLAND TRAILBLAZERS,1985,Jordan,29
PORTLAND TRAILBLAZERS,1986,Jordan,
PORTLAND TRAILBLAZERS,1987,Jordan,99
PORTLAND TRAILBLAZERS,1988,Jordan,90
PORTLAND TRAILBLAZERS,1989,Jordan,83
PORTLAND TRAILBLAZERS,1990,Jordan,99
PORTLAND TRAILBLAZERS,1991,Jordan,40
PORTLAND TRAILBLAZERS,1992,Jordan,69
PORTLAND TRAILBLAZERS,1993,Jordan,34
PORTLAND TRAILBLAZERS,1995,Jordan,69
PORTLAND TRAILBLAZERS,1996,Jordan,
PORTLAND TRAILBLAZERS,1997,Jordan,73
PORTLAND TRAILBLAZERS,1998,Jordan,62
PORTLAND TRAILBLAZERS,2001,Jordan,
PORTLAND TRAILBLAZERS,2002,Jordan,14
PORTLAND TRAILBLAZERS,2003,Jordan,25
SACRAMENTO KINGS,All,Jordan,745
SACRAMENTO KINGS,1984,Jordan,
SACRAMENTO KINGS,1985,Jordan,
SACRAMENTO KINGS,1986,Jordan,
SACRAMENTO KINGS,1987,Jordan,83
SACRAMENTO KINGS,1988,Jordan,118
SACRAMENTO KINGS,1989,Jordan,67
SACRAMENTO KINGS,1990,Jordan,43
SACRAMENTO KINGS,1991,Jordan,121
SACRAMENTO KINGS,1992,Jordan,
SACRAMENTO KINGS,1993,Jordan,68
SACRAMENTO KINGS,1995,Jordan,
SACRAMENTO KINGS,1996,Jordan,47
SACRAMENTO KINGS,1997,Jordan,100
SACRAMENTO KINGS,1998,Jordan,28
SACRAMENTO KINGS,2001,Jordan,
SACRAMENTO KINGS,2002,Jordan,41
SACRAMENTO KINGS,2003,Jordan,29
SAN ANTONIO SPURS,All,Jordan,769
SAN ANTONIO SPURS,1984,Jordan,45
SAN ANTONIO SPURS,1985,Jordan,38
SAN ANTONIO SPURS,1986,Jordan,77
SAN ANTONIO SPURS,1987,Jordan,40
SAN ANTONIO SPURS,1988,Jordan,28
SAN ANTONIO SPURS,1989,Jordan,81
SAN ANTONIO SPURS,1990,Jordan,44
SAN ANTONIO SPURS,1991,Jordan,75
SAN ANTONIO SPURS,1992,Jordan,70
SAN ANTONIO SPURS,1993,Jordan,42
SAN ANTONIO SPURS,1995,Jordan,66
SAN ANTONIO SPURS,1996,Jordan,35
SAN ANTONIO SPURS,1997,Jordan,45
SAN ANTONIO SPURS,1998,Jordan,30
SAN ANTONIO SPURS,2001,Jordan,
SAN ANTONIO SPURS,2002,Jordan,53
SAN ANTONIO SPURS,2003,Jordan,
SEATTLE SUPERSONICS,All,Jordan,747
SEATTLE SUPERSONICS,1984,Jordan,23
SEATTLE SUPERSONICS,1985,Jordan,22
SEATTLE SUPERSONICS,1986,Jordan,40
SEATTLE SUPERSONICS,1987,Jordan,45
SEATTLE SUPERSONICS,1988,Jordan,65
SEATTLE SUPERSONICS,1989,Jordan,96
SEATTLE SUPERSONICS,1990,Jordan,64
SEATTLE SUPERSONICS,1991,Jordan,50
SEATTLE SUPERSONICS,1992,Jordan,35
SEATTLE SUPERSONICS,1993,Jordan,38
SEATTLE SUPERSONICS,1995,Jordan,22
SEATTLE SUPERSONICS,1996,Jordan,35
SEATTLE SUPERSONICS,1997,Jordan,103
SEATTLE SUPERSONICS,1998,Jordan,40
SEATTLE SUPERSONICS,2001,Jordan,16
SEATTLE SUPERSONICS,2002,Jordan,27
SEATTLE SUPERSONICS,2003,Jordan,26
TORONTO RAPTORS,All,Jordan,390
TORONTO RAPTORS,1984,Jordan,
TORONTO RAPTORS,1985,Jordan,
TORONTO RAPTORS,1986,Jordan,
TORONTO RAPTORS,1987,Jordan,
TORONTO RAPTORS,1988,Jordan,
TORONTO RAPTORS,1989,Jordan,
TORONTO RAPTORS,1990,Jordan,
TORONTO RAPTORS,1991,Jordan,
TORONTO RAPTORS,1992,Jordan,
TORONTO RAPTORS,1993,Jordan,
TORONTO RAPTORS,1995,Jordan,65
TORONTO RAPTORS,1996,Jordan,87
TORONTO RAPTORS,1997,Jordan,77
TORONTO RAPTORS,1998,Jordan,67
TORONTO RAPTORS,2001,Jordan,21
TORONTO RAPTORS,2002,Jordan,47
TORONTO RAPTORS,2003,Jordan,26
UTAH JAZZ,All,Jordan,850
UTAH JAZZ,1984,Jordan,
UTAH JAZZ,1985,Jordan,54
UTAH JAZZ,1986,Jordan,72
UTAH JAZZ,1987,Jordan,47
UTAH JAZZ,1988,Jordan,78
UTAH JAZZ,1989,Jordan,67
UTAH JAZZ,1990,Jordan,72
UTAH JAZZ,1991,Jordan,37
UTAH JAZZ,1992,Jordan,71
UTAH JAZZ,1993,Jordan,64
UTAH JAZZ,1995,Jordan,64
UTAH JAZZ,1996,Jordan,44
UTAH JAZZ,1997,Jordan,23
UTAH JAZZ,1998,Jordan,72
UTAH JAZZ,2001,Jordan,44
UTAH JAZZ,2002,Jordan,30
UTAH JAZZ,2003,Jordan,11
VANCOUVER GRIZZLIES,All,Jordan,135
VANCOUVER GRIZZLIES,1984,Jordan,
VANCOUVER GRIZZLIES,1985,Jordan,
VANCOUVER GRIZZLIES,1986,Jordan,
VANCOUVER GRIZZLIES,1987,Jordan,
VANCOUVER GRIZZLIES,1988,Jordan,
VANCOUVER GRIZZLIES,1989,Jordan,
VANCOUVER GRIZZLIES,1990,Jordan,
VANCOUVER GRIZZLIES,1991,Jordan,
VANCOUVER GRIZZLIES,1992,Jordan,
VANCOUVER GRIZZLIES,1993,Jordan,
VANCOUVER GRIZZLIES,1995,Jordan,29
VANCOUVER GRIZZLIES,1996,Jordan,34
VANCOUVER GRIZZLIES,1997,Jordan,28
VANCOUVER GRIZZLIES,1998,Jordan,44
VANCOUVER GRIZZLIES,2001,Jordan,
VANCOUVER GRIZZLIES,2002,Jordan,
VANCOUVER GRIZZLIES,2003,Jordan,
WASHINGTON BULLETS,All,Jordan,1378
WASHINGTON BULLETS,1984,Jordan,16
WASHINGTON BULLETS,1985,Jordan,121
WASHINGTON BULLETS,1986,Jordan,81
WASHINGTON BULLETS,1987,Jordan,199
WASHINGTON BULLETS,1988,Jordan,116
WASHINGTON BULLETS,1989,Jordan,125
WASHINGTON BULLETS,1990,Jordan,126
WASHINGTON BULLETS,1991,Jordan,89
WASHINGTON BULLETS,1992,Jordan,183
WASHINGTON BULLETS,1993,Jordan,72
WASHINGTON BULLETS,1995,Jordan,
WASHINGTON BULLETS,1996,Jordan,141
WASHINGTON BULLETS,1997,Jordan,109
WASHINGTON BULLETS,1998,Jordan,
WASHINGTON BULLETS,2001,Jordan,
WASHINGTON BULLETS,2002,Jordan,
WASHINGTON BULLETS,2003,Jordan,
WASHINGTON WIZARDS,All,Jordan,106
WASHINGTON WIZARDS,1984,Jordan,
WASHINGTON WIZARDS,1985,Jordan,
WASHINGTON WIZARDS,1986,Jordan,
WASHINGTON WIZARDS,1987,Jordan,
WASHINGTON WIZARDS,1988,Jordan,
WASHINGTON WIZARDS,1989,Jordan,
WASHINGTON WIZARDS,1990,Jordan,
WASHINGTON WIZARDS,1991,Jordan,
WASHINGTON WIZARDS,1992,Jordan,
WASHINGTON WIZARDS,1993,Jordan,
WASHINGTON WIZARDS,1995,Jordan,
WASHINGTON WIZARDS,1996,Jordan,
WASHINGTON WIZARDS,1997,Jordan,57
WASHINGTON WIZARDS,1998,Jordan,49
WASHINGTON WIZARDS,2001,Jordan,
WASHINGTON WIZARDS,2002,Jordan,
WASHINGTON WIZARDS,2003,Jordan,