GEO (Labels),Level ,Value Column Name,Value
Agder og Rogaland (statistical region 2016),Levels 0-2,Unemployment,9.1
Agder og Rogaland (statistical region 2016),Levels 3 - 4,Unemployment,4.4
Agder og Rogaland (statistical region 2016),Levels 5 - 8,Unemployment,
West-Nederland,All Levels,Unemployment,4
West-Nederland,Levels 0-2,Unemployment,7.2
West-Nederland,Levels 3 - 4,Unemployment,4.2
West-Nederland,Levels 5 - 8,Unemployment,2.6
Noord-Holland,All Levels,Unemployment,3.9
Noord-Holland,Levels 0-2,Unemployment,7.2
Noord-Holland,Levels 3 - 4,Unemployment,4.1
Noord-Holland,Levels 5 - 8,Unemployment,2.6
Zachodniopomorskie,All Levels,Unemployment,3.4
Zachodniopomorskie,Levels 0-2,Unemployment,10.8
Zachodniopomorskie,Levels 3 - 4,Unemployment,3.5
Zachodniopomorskie,Levels 5 - 8,Unemployment,
Prov. Antwerpen,All Levels,Unemployment,4
Prov. Antwerpen,Levels 0-2,Unemployment,6.6
Prov. Antwerpen,Levels 3 - 4,Unemployment,3.8
Prov. Antwerpen,Levels 5 - 8,Unemployment,3.3
Flevoland,All Levels,Unemployment,3.9
Flevoland,Levels 0-2,Unemployment,8.2
Flevoland,Levels 3 - 4,Unemployment,3
Flevoland,Levels 5 - 8,Unemployment,2.5
Ostschweiz,All Levels,Unemployment,3.9
Ostschweiz,Levels 0-2,Unemployment,7.3
Ostschweiz,Levels 3 - 4,Unemployment,3.8
Ostschweiz,Levels 5 - 8,Unemployment,2.6
Prov. Vlaams-Brabant,All Levels,Unemployment,3.9
Prov. Vlaams-Brabant,Levels 0-2,Unemployment,6.2
Prov. Vlaams-Brabant,Levels 3 - 4,Unemployment,4.4
Prov. Vlaams-Brabant,Levels 5 - 8,Unemployment,3.1
Hessen,All Levels,Unemployment,3.9
Hessen,Levels 0-2,Unemployment,8
Hessen,Levels 3 - 4,Unemployment,3.2
Hessen,Levels 5 - 8,Unemployment,2.3
Macroregiunea doi,All Levels,Unemployment,4.7
Macroregiunea doi,Levels 0-2,Unemployment,4.9
Macroregiunea doi,Levels 3 - 4,Unemployment,5
Macroregiunea doi,Levels 5 - 8,Unemployment,2.7
Lódzkie,All Levels,Unemployment,3.1
Lódzkie,Levels 0-2,Unemployment,9
Lódzkie,Levels 3 - 4,Unemployment,3.2
Lódzkie,Levels 5 - 8,Unemployment,1.9
Poland,All Levels,Unemployment,3.2
Poland,Levels 0-2,Unemployment,8.5
Poland,Levels 3 - 4,Unemployment,3.5
Poland,Levels 5 - 8,Unemployment,2
Yugozapadna i yuzhna tsentralna Bulgaria,All Levels,Unemployment,3.5
Yugozapadna i yuzhna tsentralna Bulgaria,Levels 0-2,Unemployment,8.1
Yugozapadna i yuzhna tsentralna Bulgaria,Levels 3 - 4,Unemployment,3.8
Yugozapadna i yuzhna tsentralna Bulgaria,Levels 5 - 8,Unemployment,1.8
Malta,All Levels,Unemployment,4.3
Malta,Levels 0-2,Unemployment,6.2
Malta,Levels 3 - 4,Unemployment,3.7
Malta,Levels 5 - 8,Unemployment,2.9
Niedersachsen,All Levels,Unemployment,3.9
Niedersachsen,Levels 0-2,Unemployment,7.6
Niedersachsen,Levels 3 - 4,Unemployment,2.8
Niedersachsen,Levels 5 - 8,Unemployment,2.7
Strední Morava,All Levels,Unemployment,2.5
Strední Morava,Levels 0-2,Unemployment,10.7
Strední Morava,Levels 3 - 4,Unemployment,2.2
Strední Morava,Levels 5 - 8,Unemployment,1.6
Netherlands,All Levels,Unemployment,3.8
Netherlands,Levels 0-2,Unemployment,6.8
Netherlands,Levels 3 - 4,Unemployment,3.7
Netherlands,Levels 5 - 8,Unemployment,2.6
Cesko,All Levels,Unemployment,2.6
Cesko,Levels 0-2,Unemployment,10.4
Cesko,Levels 3 - 4,Unemployment,2.4
Cesko,Levels 5 - 8,Unemployment,1.4
Czechia,All Levels,Unemployment,2.6
Czechia,Levels 0-2,Unemployment,10.4
Czechia,Levels 3 - 4,Unemployment,2.4
Czechia,Levels 5 - 8,Unemployment,1.4
Friesland (NL),All Levels,Unemployment,3.9
Friesland (NL),Levels 0-2,Unemployment,6.4
Friesland (NL),Levels 3 - 4,Unemployment,3.8
Friesland (NL),Levels 5 - 8,Unemployment,2.5
Westösterreich,All Levels,Unemployment,3.5
Westösterreich,Levels 0-2,Unemployment,7.7
Westösterreich,Levels 3 - 4,Unemployment,3.1
Westösterreich,Levels 5 - 8,Unemployment,2.3
Prov. Limburg (BE),All Levels,Unemployment,3.6
Prov. Limburg (BE),Levels 0-2,Unemployment,6.4
Prov. Limburg (BE),Levels 3 - 4,Unemployment,4.2
Prov. Limburg (BE),Levels 5 - 8,Unemployment,2.1
Dunántúl,All Levels,Unemployment,3.3
Dunántúl,Levels 0-2,Unemployment,8.3
Dunántúl,Levels 3 - 4,Unemployment,3
Dunántúl,Levels 5 - 8,Unemployment,1.5
Makroregion Pólnocny,All Levels,Unemployment,3.1
Makroregion Pólnocny,Levels 0-2,Unemployment,8
Makroregion Pólnocny,Levels 3 - 4,Unemployment,3.5
Makroregion Pólnocny,Levels 5 - 8,Unemployment,1.4
Utrecht,All Levels,Unemployment,3.5
Utrecht,Levels 0-2,Unemployment,6.2
Utrecht,Levels 3 - 4,Unemployment,3.9
Utrecht,Levels 5 - 8,Unemployment,2.4
Vlaams Gewest,All Levels,Unemployment,3.5
Vlaams Gewest,Levels 0-2,Unemployment,6.2
Vlaams Gewest,Levels 3 - 4,Unemployment,3.6
Vlaams Gewest,Levels 5 - 8,Unemployment,2.6
Darmstadt,All Levels,Unemployment,4
Darmstadt,Levels 0-2,Unemployment,8.5
Darmstadt,Levels 3 - 4,Unemployment,3.3
Darmstadt,Levels 5 - 8,Unemployment,
Limousin,All Levels,Unemployment,7.2
Limousin,Levels 0-2,Unemployment,
Limousin,Levels 3 - 4,Unemployment,8.4
Limousin,Levels 5 - 8,Unemployment,
Oost-Nederland,All Levels,Unemployment,3.6
Oost-Nederland,Levels 0-2,Unemployment,6.2
Oost-Nederland,Levels 3 - 4,Unemployment,3.3
Oost-Nederland,Levels 5 - 8,Unemployment,2.4
Noord-Brabant,All Levels,Unemployment,3.5
Noord-Brabant,Levels 0-2,Unemployment,6.4
Noord-Brabant,Levels 3 - 4,Unemployment,3
Noord-Brabant,Levels 5 - 8,Unemployment,2.6
Sud-Vest Oltenia,All Levels,Unemployment,5
Sud-Vest Oltenia,Levels 0-2,Unemployment,4.4
Sud-Vest Oltenia,Levels 3 - 4,Unemployment,6
Sud-Vest Oltenia,Levels 5 - 8,Unemployment,
Overijssel,All Levels,Unemployment,3.5
Overijssel,Levels 0-2,Unemployment,6.1
Overijssel,Levels 3 - 4,Unemployment,3.5
Overijssel,Levels 5 - 8,Unemployment,2.2
Zuid-Nederland,All Levels,Unemployment,3.5
Zuid-Nederland,Levels 0-2,Unemployment,6.1
Zuid-Nederland,Levels 3 - 4,Unemployment,3
Zuid-Nederland,Levels 5 - 8,Unemployment,2.6
Gelderland,All Levels,Unemployment,3.5
Gelderland,Levels 0-2,Unemployment,5.9
Gelderland,Levels 3 - 4,Unemployment,3.2
Gelderland,Levels 5 - 8,Unemployment,2.5
Jihovýchod,All Levels,Unemployment,2.3
Jihovýchod,Levels 0-2,Unemployment,9.4
Jihovýchod,Levels 3 - 4,Unemployment,2.3
Jihovýchod,Levels 5 - 8,Unemployment,1.1
Região Autónoma da Madeira (PT),All Levels,Unemployment,8.1
Região Autónoma da Madeira (PT),Levels 0-2,Unemployment,6.9
Região Autónoma da Madeira (PT),Levels 3 - 4,Unemployment,
Região Autónoma da Madeira (PT),Levels 5 - 8,Unemployment,
Northern and Western,All Levels,Unemployment,5
Northern and Western,Levels 0-2,Unemployment,
Northern and Western,Levels 3 - 4,Unemployment,5.9
Northern and Western,Levels 5 - 8,Unemployment,3.9
Prov. West-Vlaanderen,All Levels,Unemployment,3.3
Prov. West-Vlaanderen,Levels 0-2,Unemployment,5.7
Prov. West-Vlaanderen,Levels 3 - 4,Unemployment,3.5
Prov. West-Vlaanderen,Levels 5 - 8,Unemployment,2.3
Limburg (NL),All Levels,Unemployment,3.5
Limburg (NL),Levels 0-2,Unemployment,5.6
Limburg (NL),Levels 3 - 4,Unemployment,3.1
Limburg (NL),Levels 5 - 8,Unemployment,2.6
Drenthe,All Levels,Unemployment,3.7
Drenthe,Levels 0-2,Unemployment,7.6
Drenthe,Levels 3 - 4,Unemployment,3.4
Drenthe,Levels 5 - 8,Unemployment,
Baden-Württemberg,All Levels,Unemployment,3.2
Baden-Württemberg,Levels 0-2,Unemployment,6.1
Baden-Württemberg,Levels 3 - 4,Unemployment,2.7
Baden-Württemberg,Levels 5 - 8,Unemployment,2.5
Valle d'Aosta/Vallée d'Aoste,All Levels,Unemployment,5.8
Valle d'Aosta/Vallée d'Aoste,Levels 0-2,Unemployment,8.7
Valle d'Aosta/Vallée d'Aoste,Levels 3 - 4,Unemployment,
Valle d'Aosta/Vallée d'Aoste,Levels 5 - 8,Unemployment,
Yuzhen tsentralen,All Levels,Unemployment,3.4
Yuzhen tsentralen,Levels 0-2,Unemployment,5.3
Yuzhen tsentralen,Levels 3 - 4,Unemployment,3.3
Yuzhen tsentralen,Levels 5 - 8,Unemployment,2.5
Nord-Vest,All Levels,Unemployment,3.8
Nord-Vest,Levels 0-2,Unemployment,6.8
Nord-Vest,Levels 3 - 4,Unemployment,3.7
Nord-Vest,Levels 5 - 8,Unemployment,
Stuttgart,All Levels,Unemployment,3.4
Stuttgart,Levels 0-2,Unemployment,7.5
Stuttgart,Levels 3 - 4,Unemployment,2.8
Stuttgart,Levels 5 - 8,Unemployment,
Bayern,All Levels,Unemployment,2.6
Bayern,Levels 0-2,Unemployment,6.7
Bayern,Levels 3 - 4,Unemployment,2.3
Bayern,Levels 5 - 8,Unemployment,1.9
Prov. Oost-Vlaanderen,All Levels,Unemployment,2.7
Prov. Oost-Vlaanderen,Levels 0-2,Unemployment,6
Prov. Oost-Vlaanderen,Levels 3 - 4,Unemployment,2.6
Prov. Oost-Vlaanderen,Levels 5 - 8,Unemployment,2
Provincia Autonoma di Bolzano/Bozen,All Levels,Unemployment,3.8
Provincia Autonoma di Bolzano/Bozen,Levels 0-2,Unemployment,5.9
Provincia Autonoma di Bolzano/Bozen,Levels 3 - 4,Unemployment,3.4
Provincia Autonoma di Bolzano/Bozen,Levels 5 - 8,Unemployment,
Região Autónoma dos Açores (PT),All Levels,Unemployment,6.1
Região Autónoma dos Açores (PT),Levels 0-2,Unemployment,6.9
Região Autónoma dos Açores (PT),Levels 3 - 4,Unemployment,
Região Autónoma dos Açores (PT),Levels 5 - 8,Unemployment,
Tirol,All Levels,Unemployment,3.1
Tirol,Levels 0-2,Unemployment,7
Tirol,Levels 3 - 4,Unemployment,2.8
Tirol,Levels 5 - 8,Unemployment,
Zentralschweiz,All Levels,Unemployment,2.9
Zentralschweiz,Levels 0-2,Unemployment,4.7
Zentralschweiz,Levels 3 - 4,Unemployment,3.2
Zentralschweiz,Levels 5 - 8,Unemployment,2.1
Makroregion Poludniowy,All Levels,Unemployment,2.7
Makroregion Poludniowy,Levels 0-2,Unemployment,5
Makroregion Poludniowy,Levels 3 - 4,Unemployment,2.9
Makroregion Poludniowy,Levels 5 - 8,Unemployment,2.2
Jihozápad,All Levels,Unemployment,2
Jihozápad,Levels 0-2,Unemployment,7.3
Jihozápad,Levels 3 - 4,Unemployment,1.6
Jihozápad,Levels 5 - 8,Unemployment,1.8
Makroregion Pólnocno-Zachodni,All Levels,Unemployment,2.3
Makroregion Pólnocno-Zachodni,Levels 0-2,Unemployment,6.2
Makroregion Pólnocno-Zachodni,Levels 3 - 4,Unemployment,2.5
Makroregion Pólnocno-Zachodni,Levels 5 - 8,Unemployment,1.3
Podkarpackie,All Levels,Unemployment,4.3
Podkarpackie,Levels 0-2,Unemployment,
Podkarpackie,Levels 3 - 4,Unemployment,4.2
Podkarpackie,Levels 5 - 8,Unemployment,3.8
Swietokrzyskie,All Levels,Unemployment,4.3
Swietokrzyskie,Levels 0-2,Unemployment,
Swietokrzyskie,Levels 3 - 4,Unemployment,4.7
Swietokrzyskie,Levels 5 - 8,Unemployment,3.2
Rheinland-Pfalz,All Levels,Unemployment,3.7
Rheinland-Pfalz,Levels 0-2,Unemployment,7.3
Rheinland-Pfalz,Levels 3 - 4,Unemployment,
Rheinland-Pfalz,Levels 5 - 8,Unemployment,
Közép-Dunántúl,All Levels,Unemployment,2.8
Közép-Dunántúl,Levels 0-2,Unemployment,5.2
Közép-Dunántúl,Levels 3 - 4,Unemployment,2.7
Közép-Dunántúl,Levels 5 - 8,Unemployment,
Strední Cechy,All Levels,Unemployment,1.9
Strední Cechy,Levels 0-2,Unemployment,4.9
Strední Cechy,Levels 3 - 4,Unemployment,2.1
Strední Cechy,Levels 5 - 8,Unemployment,1.1
Praha,All Levels,Unemployment,2.3
Praha,Levels 0-2,Unemployment,3.3
Praha,Levels 3 - 4,Unemployment,2.8
Praha,Levels 5 - 8,Unemployment,1.6
Zeeland,All Levels,Unemployment,2.6
Zeeland,Levels 0-2,Unemployment,4.8
Zeeland,Levels 3 - 4,Unemployment,2.2
Zeeland,Levels 5 - 8,Unemployment,
Sachsen-Anhalt,All Levels,Unemployment,4.6
Sachsen-Anhalt,Levels 0-2,Unemployment,
Sachsen-Anhalt,Levels 3 - 4,Unemployment,4.9
Sachsen-Anhalt,Levels 5 - 8,Unemployment,
Bratislavský kraj,All Levels,Unemployment,3.4
Bratislavský kraj,Levels 0-2,Unemployment,
Bratislavský kraj,Levels 3 - 4,Unemployment,4
Bratislavský kraj,Levels 5 - 8,Unemployment,1.7
Burgenland (AT),All Levels,Unemployment,4.2
Burgenland (AT),Levels 0-2,Unemployment,
Burgenland (AT),Levels 3 - 4,Unemployment,4.5
Burgenland (AT),Levels 5 - 8,Unemployment,
Pomorskie,All Levels,Unemployment,3.1
Pomorskie,Levels 0-2,Unemployment,
Pomorskie,Levels 3 - 4,Unemployment,3.8
Pomorskie,Levels 5 - 8,Unemployment,1.4
Malopolskie,All Levels,Unemployment,2.7
Malopolskie,Levels 0-2,Unemployment,
Malopolskie,Levels 3 - 4,Unemployment,2.5
Malopolskie,Levels 5 - 8,Unemployment,2.8
Warszawski stoleczny,All Levels,Unemployment,2.5
Warszawski stoleczny,Levels 0-2,Unemployment,
Warszawski stoleczny,Levels 3 - 4,Unemployment,3.4
Warszawski stoleczny,Levels 5 - 8,Unemployment,1.7
Slaskie,All Levels,Unemployment,2.7
Slaskie,Levels 0-2,Unemployment,
Slaskie,Levels 3 - 4,Unemployment,3.1
Slaskie,Levels 5 - 8,Unemployment,1.7
Sachsen,All Levels,Unemployment,4
Sachsen,Levels 0-2,Unemployment,
Sachsen,Levels 3 - 4,Unemployment,3.2
Sachsen,Levels 5 - 8,Unemployment,
Vorarlberg,All Levels,Unemployment,3.6
Vorarlberg,Levels 0-2,Unemployment,
Vorarlberg,Levels 3 - 4,Unemployment,3.3
Vorarlberg,Levels 5 - 8,Unemployment,
Kujawsko-Pomorskie,All Levels,Unemployment,3.1
Kujawsko-Pomorskie,Levels 0-2,Unemployment,
Kujawsko-Pomorskie,Levels 3 - 4,Unemployment,3.6
Kujawsko-Pomorskie,Levels 5 - 8,Unemployment,
Opolskie,All Levels,Unemployment,2.9
Opolskie,Levels 0-2,Unemployment,
Opolskie,Levels 3 - 4,Unemployment,3.5
Opolskie,Levels 5 - 8,Unemployment,
Warminsko-Mazurskie,All Levels,Unemployment,3.1
Warminsko-Mazurskie,Levels 0-2,Unemployment,
Warminsko-Mazurskie,Levels 3 - 4,Unemployment,3.1
Warminsko-Mazurskie,Levels 5 - 8,Unemployment,
Podlaskie,All Levels,Unemployment,2.8
Podlaskie,Levels 0-2,Unemployment,
Podlaskie,Levels 3 - 4,Unemployment,3.3
Podlaskie,Levels 5 - 8,Unemployment,
Salzburg,All Levels,Unemployment,3
Salzburg,Levels 0-2,Unemployment,
Salzburg,Levels 3 - 4,Unemployment,2.9
Salzburg,Levels 5 - 8,Unemployment,
Leipzig,All Levels,Unemployment,5.4
Leipzig,Levels 0-2,Unemployment,
Leipzig,Levels 3 - 4,Unemployment,
Leipzig,Levels 5 - 8,Unemployment,
Gießen,All Levels,Unemployment,5
Gießen,Levels 0-2,Unemployment,
Gießen,Levels 3 - 4,Unemployment,
Gießen,Levels 5 - 8,Unemployment,
Wielkopolskie,All Levels,Unemployment,1.8
Wielkopolskie,Levels 0-2,Unemployment,
Wielkopolskie,Levels 3 - 4,Unemployment,2
Wielkopolskie,Levels 5 - 8,Unemployment,1.2
Hamburg,All Levels,Unemployment,4.9
Hamburg,Levels 0-2,Unemployment,
Hamburg,Levels 3 - 4,Unemployment,
Hamburg,Levels 5 - 8,Unemployment,
Lubuskie,All Levels,Unemployment,2.2
Lubuskie,Levels 0-2,Unemployment,
Lubuskie,Levels 3 - 4,Unemployment,2.6
Lubuskie,Levels 5 - 8,Unemployment,
Oberbayern,All Levels,Unemployment,2.6
Oberbayern,Levels 0-2,Unemployment,
Oberbayern,Levels 3 - 4,Unemployment,
Oberbayern,Levels 5 - 8,Unemployment,2.2
Nyugat-Dunántúl,All Levels,Unemployment,2.4
Nyugat-Dunántúl,Levels 0-2,Unemployment,
Nyugat-Dunántúl,Levels 3 - 4,Unemployment,2.4
Nyugat-Dunántúl,Levels 5 - 8,Unemployment,
Braunschweig,All Levels,Unemployment,4.6
Braunschweig,Levels 0-2,Unemployment,
Braunschweig,Levels 3 - 4,Unemployment,
Braunschweig,Levels 5 - 8,Unemployment,
Brandenburg,All Levels,Unemployment,4.5
Brandenburg,Levels 0-2,Unemployment,
Brandenburg,Levels 3 - 4,Unemployment,
Brandenburg,Levels 5 - 8,Unemployment,
Rheinhessen-Pfalz,All Levels,Unemployment,4.3
Rheinhessen-Pfalz,Levels 0-2,Unemployment,
Rheinhessen-Pfalz,Levels 3 - 4,Unemployment,
Rheinhessen-Pfalz,Levels 5 - 8,Unemployment,
Mecklenburg-Vorpommern,All Levels,Unemployment,4.2
Mecklenburg-Vorpommern,Levels 0-2,Unemployment,
Mecklenburg-Vorpommern,Levels 3 - 4,Unemployment,
Mecklenburg-Vorpommern,Levels 5 - 8,Unemployment,
Hannover,All Levels,Unemployment,3.9
Hannover,Levels 0-2,Unemployment,
Hannover,Levels 3 - 4,Unemployment,
Hannover,Levels 5 - 8,Unemployment,
Lüneburg,All Levels,Unemployment,3.9
Lüneburg,Levels 0-2,Unemployment,
Lüneburg,Levels 3 - 4,Unemployment,
Lüneburg,Levels 5 - 8,Unemployment,
Innlandet,All Levels,Unemployment,3.8
Innlandet,Levels 0-2,Unemployment,
Innlandet,Levels 3 - 4,Unemployment,
Innlandet,Levels 5 - 8,Unemployment,
Detmold,All Levels,Unemployment,3.7
Detmold,Levels 0-2,Unemployment,
Detmold,Levels 3 - 4,Unemployment,
Detmold,Levels 5 - 8,Unemployment,
Dresden,All Levels,Unemployment,3.6
Dresden,Levels 0-2,Unemployment,
Dresden,Levels 3 - 4,Unemployment,
Dresden,Levels 5 - 8,Unemployment,
Karlsruhe,All Levels,Unemployment,3.6
Karlsruhe,Levels 0-2,Unemployment,
Karlsruhe,Levels 3 - 4,Unemployment,
Karlsruhe,Levels 5 - 8,Unemployment,
Mittelfranken,All Levels,Unemployment,3.5
Mittelfranken,Levels 0-2,Unemployment,
Mittelfranken,Levels 3 - 4,Unemployment,
Mittelfranken,Levels 5 - 8,Unemployment,
Nord-Norge,All Levels,Unemployment,3.5
Nord-Norge,Levels 0-2,Unemployment,
Nord-Norge,Levels 3 - 4,Unemployment,
Nord-Norge,Levels 5 - 8,Unemployment,
Thüringen,All Levels,Unemployment,3.5
Thüringen,Levels 0-2,Unemployment,
Thüringen,Levels 3 - 4,Unemployment,
Thüringen,Levels 5 - 8,Unemployment,
Münster,All Levels,Unemployment,3.3
Münster,Levels 0-2,Unemployment,
Münster,Levels 3 - 4,Unemployment,
Münster,Levels 5 - 8,Unemployment,
Schleswig-Holstein,All Levels,Unemployment,3.3
Schleswig-Holstein,Levels 0-2,Unemployment,
Schleswig-Holstein,Levels 3 - 4,Unemployment,
Schleswig-Holstein,Levels 5 - 8,Unemployment,
Weser-Ems,All Levels,Unemployment,3.3
Weser-Ems,Levels 0-2,Unemployment,
Weser-Ems,Levels 3 - 4,Unemployment,
Weser-Ems,Levels 5 - 8,Unemployment,
Trøndelag,All Levels,Unemployment,3.2
Trøndelag,Levels 0-2,Unemployment,
Trøndelag,Levels 3 - 4,Unemployment,
Trøndelag,Levels 5 - 8,Unemployment,
Freiburg,All Levels,Unemployment,2.8
Freiburg,Levels 0-2,Unemployment,
Freiburg,Levels 3 - 4,Unemployment,
Freiburg,Levels 5 - 8,Unemployment,
Tübingen,All Levels,Unemployment,2.8
Tübingen,Levels 0-2,Unemployment,
Tübingen,Levels 3 - 4,Unemployment,
Tübingen,Levels 5 - 8,Unemployment,
Schwaben,All Levels,Unemployment,2.5
Schwaben,Levels 0-2,Unemployment,
Schwaben,Levels 3 - 4,Unemployment,
Schwaben,Levels 5 - 8,Unemployment,